project,cve,cwe,full_name,vul_version,vul_url,vul_zip,vul_markup_file,patch_version,patch_url,patch_zip,patch_markup_file
jackson-databind,CVE-2020-36184,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-36184_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-36184_jackson-databind-jackson-databind-2.9.10.8.csv
jackson-databind,CVE-2020-14195,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-14195_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-14195_jackson-databind-jackson-databind-2.9.10.5.csv
spring-data-commons,CVE-2018-1274,CWE-770,spring-projects/spring-data-commons,spring-data-commons-2.0.0.M4,https://github.com/spring-projects/spring-data-commons/releases/tag/2.0.0.M4,https://github.com/spring-projects/spring-data-commons/archive/refs/tags/2.0.0.M4.zip,spring-data-commons_CVE-2018-1274_spring-data-commons-2.0.0.M4.csv,spring-data-commons-2.2.0.RC1,https://github.com/spring-projects/spring-data-commons/releases/tag/2.2.0.RC1,https://github.com/spring-projects/spring-data-commons/archive/refs/tags/2.2.0.RC1.zip,spring-data-commons_CVE-2018-1274_spring-data-commons-2.2.0.RC1.csv
jackson-databind,CVE-2020-35491,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-35491_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-35491_jackson-databind-jackson-databind-2.9.10.8.csv
jackson-databind,CVE-2017-15095,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.0,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.0,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.0.zip,jackson-databind_CVE-2017-15095_jackson-databind-jackson-databind-2.9.0.csv,jackson-databind-jackson-databind-2.9.10.2,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.2,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.2.zip,jackson-databind_CVE-2017-15095_jackson-databind-jackson-databind-2.9.10.2.csv
jackson-databind,CVE-2018-19361,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.7.zip,jackson-databind_CVE-2018-19361_jackson-databind-jackson-databind-2.9.7.csv,jackson-databind-jackson-databind-2.9.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.8.zip,jackson-databind_CVE-2018-19361_jackson-databind-jackson-databind-2.9.8.csv
weixin-java-tools,CVE-2018-20318,CWE-611,Wechat-Group/WxJava,WxJava-3.2.0,https://github.com/Wechat-Group/WxJava/releases/tag/v3.2.0,https://github.com/Wechat-Group/WxJava/archive/refs/tags/v3.2.0.zip,weixin-java-tools_CVE-2018-20318_WxJava-3.2.0.csv,WxJava-3.6.0,https://github.com/Wechat-Group/WxJava/releases/tag/v3.6.0,https://github.com/Wechat-Group/WxJava/archive/refs/tags/v3.6.0.zip,weixin-java-tools_CVE-2018-20318_WxJava-3.6.0.csv
commons-compress,CVE-2018-1324,CWE-835,apache/commons-compress,commons-compress-rel-1.15,https://github.com/apache/commons-compress/releases/tag/rel/1.15,https://github.com/apache/commons-compress/archive/refs/tags/rel/1.15.zip,commons-compress_CVE-2018-1324_commons-compress-rel-1.15.csv,commons-compress-1.16-RC1,https://github.com/apache/commons-compress/releases/tag/1.16-RC1,https://github.com/apache/commons-compress/archive/refs/tags/1.16-RC1.zip,commons-compress_CVE-2018-1324_commons-compress-1.16-RC1.csv
undertow,CVE-2017-2666,CWE-444,undertow-io/undertow,undertow-1.1.9.Final,https://github.com/undertow-io/undertow/releases/tag/1.1.9.Final,https://github.com/undertow-io/undertow/archive/refs/tags/1.1.9.Final.zip,undertow_CVE-2017-2666_undertow-1.1.9.Final.csv,undertow-1.4.0.Final,https://github.com/undertow-io/undertow/releases/tag/1.4.0.Final,https://github.com/undertow-io/undertow/archive/refs/tags/1.4.0.Final.zip,undertow_CVE-2017-2666_undertow-1.4.0.Final.csv
nv-websocket-client,CVE-2017-1000209,CWE-295,TakahikoKawasaki/nv-websocket-client,nv-websocket-client-nv-websocket-client-2.2,https://github.com/TakahikoKawasaki/nv-websocket-client/releases/tag/nv-websocket-client-2.2,https://github.com/TakahikoKawasaki/nv-websocket-client/archive/refs/tags/nv-websocket-client-2.2.zip,nv-websocket-client_CVE-2017-1000209_nv-websocket-client-nv-websocket-client-2.2.csv,nv-websocket-client-nv-websocket-client-2.3,https://github.com/TakahikoKawasaki/nv-websocket-client/releases/tag/nv-websocket-client-2.3,https://github.com/TakahikoKawasaki/nv-websocket-client/archive/refs/tags/nv-websocket-client-2.3.zip,nv-websocket-client_CVE-2017-1000209_nv-websocket-client-nv-websocket-client-2.3.csv
commons-compress,CVE-2021-36090,CWE-130,apache/commons-compress,commons-compress-rel-1.0,https://github.com/apache/commons-compress/releases/tag/rel/1.0,https://github.com/apache/commons-compress/archive/refs/tags/rel/1.0.zip,commons-compress_CVE-2021-36090_commons-compress-rel-1.0.csv,commons-compress-1.21-RC1,https://github.com/apache/commons-compress/releases/tag/1.21-RC1,https://github.com/apache/commons-compress/archive/refs/tags/1.21-RC1.zip,commons-compress_CVE-2021-36090_commons-compress-1.21-RC1.csv
vertx-web,CVE-2018-12544,CWE-611,vert-x3/vertx-web,vertx-web-3.5.3,https://github.com/vert-x3/vertx-web/releases/tag/3.5.3,https://github.com/vert-x3/vertx-web/archive/refs/tags/3.5.3.zip,vertx-web_CVE-2018-12544_vertx-web-3.5.3.csv,vertx-web-3.5.4,https://github.com/vert-x3/vertx-web/releases/tag/3.5.4,https://github.com/vert-x3/vertx-web/archive/refs/tags/3.5.4.zip,vertx-web_CVE-2018-12544_vertx-web-3.5.4.csv
zt-zip,CVE-2018-1002201,CWE-22,zeroturnaround/zt-zip,zt-zip-zt-zip-1.12,https://github.com/zeroturnaround/zt-zip/releases/tag/zt-zip-1.12,https://github.com/zeroturnaround/zt-zip/archive/refs/tags/zt-zip-1.12.zip,zt-zip_CVE-2018-1002201_zt-zip-zt-zip-1.12.csv,zt-zip-zt-zip-1.13,https://github.com/zeroturnaround/zt-zip/releases/tag/zt-zip-1.13,https://github.com/zeroturnaround/zt-zip/archive/refs/tags/zt-zip-1.13.zip,zt-zip_CVE-2018-1002201_zt-zip-zt-zip-1.13.csv
jackson-databind,CVE-2018-14721,CWE-918,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.0.0-RC3,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.0.0-RC3,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.0.0-RC3.zip,jackson-databind_CVE-2018-14721_jackson-databind-jackson-databind-2.0.0-RC3.csv,jackson-databind-jackson-databind-2.9.10.2,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.2,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.2.zip,jackson-databind_CVE-2018-14721_jackson-databind-jackson-databind-2.9.10.2.csv
jackson-databind,CVE-2020-14060,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-14060_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-14060_jackson-databind-jackson-databind-2.9.10.5.csv
sling-org-apache-sling-xss,CVE-2017-15717,CWE-79,apache/sling-org-apache-sling-xss,sling-org-apache-sling-xss-org.apache.sling.xss-2.0.0,https://github.com/apache/sling-org-apache-sling-xss/releases/tag/org.apache.sling.xss-2.0.0,https://github.com/apache/sling-org-apache-sling-xss/archive/refs/tags/org.apache.sling.xss-2.0.0.zip,sling-org-apache-sling-xss_CVE-2017-15717_sling-org-apache-sling-xss-org.apache.sling.xss-2.0.0.csv,sling-org-apache-sling-xss-org.apache.sling.xss-2.0.10,https://github.com/apache/sling-org-apache-sling-xss/releases/tag/org.apache.sling.xss-2.0.10,https://github.com/apache/sling-org-apache-sling-xss/archive/refs/tags/org.apache.sling.xss-2.0.10.zip,sling-org-apache-sling-xss_CVE-2017-15717_sling-org-apache-sling-xss-org.apache.sling.xss-2.0.10.csv
orientdb,CVE-2015-2913,CWE-200,orientechnologies/orientdb,orientdb-2.1.0,https://github.com/orientechnologies/orientdb/releases/tag/2.1.0,https://github.com/orientechnologies/orientdb/archive/refs/tags/2.1.0.zip,orientdb_CVE-2015-2913_orientdb-2.1.0.csv,orientdb-2.1.9,https://github.com/orientechnologies/orientdb/releases/tag/2.1.9,https://github.com/orientechnologies/orientdb/archive/refs/tags/2.1.9.zip,orientdb_CVE-2015-2913_orientdb-2.1.9.csv
santuario-java,CVE-2013-2172,CWE-310,apache/santuario-java,santuario-java-1.5.4,https://github.com/apache/santuario-java/releases/tag/1.5.4,https://github.com/apache/santuario-java/archive/refs/tags/1.5.4.zip,santuario-java_CVE-2013-2172_santuario-java-1.5.4.csv,santuario-java-xmlsec-2.0.0-beta,https://github.com/apache/santuario-java/releases/tag/xmlsec-2.0.0-beta,https://github.com/apache/santuario-java/archive/refs/tags/xmlsec-2.0.0-beta.zip,santuario-java_CVE-2013-2172_santuario-java-xmlsec-2.0.0-beta.csv
vert.x,CVE-2018-12541,CWE-119,eclipse-vertx/vert.x,vert.x-3.5.3.CR1,https://github.com/eclipse-vertx/vert.x/releases/tag/3.5.3.CR1,https://github.com/eclipse-vertx/vert.x/archive/refs/tags/3.5.3.CR1.zip,vert.x_CVE-2018-12541_vert.x-3.5.3.CR1.csv,vert.x-3.5.4,https://github.com/eclipse-vertx/vert.x/releases/tag/3.5.4,https://github.com/eclipse-vertx/vert.x/archive/refs/tags/3.5.4.zip,vert.x_CVE-2018-12541_vert.x-3.5.4.csv
vertx-web,CVE-2018-12540,CWE-352,vert-x3/vertx-web,vertx-web-3.5.2,https://github.com/vert-x3/vertx-web/releases/tag/3.5.2,https://github.com/vert-x3/vertx-web/archive/refs/tags/3.5.2.zip,vertx-web_CVE-2018-12540_vertx-web-3.5.2.csv,vertx-web-3.5.3.CR1,https://github.com/vert-x3/vertx-web/releases/tag/3.5.3.CR1,https://github.com/vert-x3/vertx-web/archive/refs/tags/3.5.3.CR1.zip,vertx-web_CVE-2018-12540_vertx-web-3.5.3.CR1.csv
undertow,CVE-2016-9589,CWE-400,undertow-io/undertow,undertow-1.4.7.Final,https://github.com/undertow-io/undertow/releases/tag/1.4.7.Final,https://github.com/undertow-io/undertow/archive/refs/tags/1.4.7.Final.zip,undertow_CVE-2016-9589_undertow-1.4.7.Final.csv,undertow-1.4.8.Final,https://github.com/undertow-io/undertow/releases/tag/1.4.8.Final,https://github.com/undertow-io/undertow/archive/refs/tags/1.4.8.Final.zip,undertow_CVE-2016-9589_undertow-1.4.8.Final.csv
jackson-databind,CVE-2020-9548,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-9548_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-9548_jackson-databind-jackson-databind-2.9.10.5.csv
netty,CVE-2015-2156,CWE-20,netty/netty,netty-netty-3.4.4.Final,https://github.com/netty/netty/releases/tag/netty-3.4.4.Final,https://github.com/netty/netty/archive/refs/tags/netty-3.4.4.Final.zip,netty_CVE-2015-2156_netty-netty-3.4.4.Final.csv,netty-netty-3.9.8.Final,https://github.com/netty/netty/releases/tag/netty-3.9.8.Final,https://github.com/netty/netty/archive/refs/tags/netty-3.9.8.Final.zip,netty_CVE-2015-2156_netty-netty-3.9.8.Final.csv
jackson-databind,CVE-2020-36181,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-36181_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-36181_jackson-databind-jackson-databind-2.9.10.8.csv
jackson-databind,CVE-2020-11619,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-11619_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-11619_jackson-databind-jackson-databind-2.9.10.5.csv
jackson-databind,CVE-2019-16335,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.zip,jackson-databind_CVE-2019-16335_jackson-databind-jackson-databind-2.9.9.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2019-16335_jackson-databind-jackson-databind-2.9.10.5.csv
jackson-databind,CVE-2020-35490,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-35490_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-35490_jackson-databind-jackson-databind-2.9.10.8.csv
jackson-databind,CVE-2020-11111,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-11111_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-11111_jackson-databind-jackson-databind-2.9.10.5.csv
esapi-java-legacy,CVE-2013-5960,CWE-310,ESAPI/esapi-java-legacy,esapi-java-legacy-esapi-2.1.0,https://github.com/ESAPI/esapi-java-legacy/releases/tag/esapi-2.1.0,https://github.com/ESAPI/esapi-java-legacy/archive/refs/tags/esapi-2.1.0.zip,esapi-java-legacy_CVE-2013-5960_esapi-java-legacy-esapi-2.1.0.csv,esapi-java-legacy-esapi-2.2.2.0,https://github.com/ESAPI/esapi-java-legacy/releases/tag/esapi-2.2.2.0,https://github.com/ESAPI/esapi-java-legacy/archive/refs/tags/esapi-2.2.2.0.zip,esapi-java-legacy_CVE-2013-5960_esapi-java-legacy-esapi-2.2.2.0.csv
portals-pluto,CVE-2018-1306,CWE-200,apache/portals-pluto,portals-pluto-pluto-3.0.0,https://github.com/apache/portals-pluto/releases/tag/pluto-3.0.0,https://github.com/apache/portals-pluto/archive/refs/tags/pluto-3.0.0.zip,portals-pluto_CVE-2018-1306_portals-pluto-pluto-3.0.0.csv,portals-pluto-pluto-3.0.1,https://github.com/apache/portals-pluto/releases/tag/pluto-3.0.1,https://github.com/apache/portals-pluto/archive/refs/tags/pluto-3.0.1.zip,portals-pluto_CVE-2018-1306_portals-pluto-pluto-3.0.1.csv
jackson-databind,CVE-2020-36518,CWE-787,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.0.0-RC2,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.0.0-RC2,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.0.0-RC2.zip,jackson-databind_CVE-2020-36518_jackson-databind-jackson-databind-2.0.0-RC2.csv,jackson-databind-jackson-databind-2.13.0,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.13.0,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.13.0.zip,jackson-databind_CVE-2020-36518_jackson-databind-jackson-databind-2.13.0.csv
commons-compress,CVE-2021-35516,CWE-770,apache/commons-compress,commons-compress-COMPRESS-1.7-RC2,https://github.com/apache/commons-compress/releases/tag/COMPRESS-1.7-RC2,https://github.com/apache/commons-compress/archive/refs/tags/COMPRESS-1.7-RC2.zip,commons-compress_CVE-2021-35516_commons-compress-COMPRESS-1.7-RC2.csv,commons-compress-1.21-RC1,https://github.com/apache/commons-compress/releases/tag/1.21-RC1,https://github.com/apache/commons-compress/archive/refs/tags/1.21-RC1.zip,commons-compress_CVE-2021-35516_commons-compress-1.21-RC1.csv
plexus-archiver,CVE-2018-1002200,CWE-22,codehaus-plexus/plexus-archiver,plexus-archiver-plexus-archiver-3.5,https://github.com/codehaus-plexus/plexus-archiver/releases/tag/plexus-archiver-3.5,https://github.com/codehaus-plexus/plexus-archiver/archive/refs/tags/plexus-archiver-3.5.zip,plexus-archiver_CVE-2018-1002200_plexus-archiver-plexus-archiver-3.5.csv,plexus-archiver-plexus-archiver-3.6.0,https://github.com/codehaus-plexus/plexus-archiver/releases/tag/plexus-archiver-3.6.0,https://github.com/codehaus-plexus/plexus-archiver/archive/refs/tags/plexus-archiver-3.6.0.zip,plexus-archiver_CVE-2018-1002200_plexus-archiver-plexus-archiver-3.6.0.csv
velocity-tools,CVE-2020-13959,CWE-79,apache/velocity-tools,velocity-tools-3.0,https://github.com/apache/velocity-tools/releases/tag/3.0,https://github.com/apache/velocity-tools/archive/refs/tags/3.0.zip,velocity-tools_CVE-2020-13959_velocity-tools-3.0.csv,velocity-tools-3.1,https://github.com/apache/velocity-tools/releases/tag/3.1,https://github.com/apache/velocity-tools/archive/refs/tags/3.1.zip,velocity-tools_CVE-2020-13959_velocity-tools-3.1.csv
jackson-databind,CVE-2019-14379,CWE-1321,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.zip,jackson-databind_CVE-2019-14379_jackson-databind-jackson-databind-2.9.9.csv,jackson-databind-jackson-databind-2.9.9.2,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9.2,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.2.zip,jackson-databind_CVE-2019-14379_jackson-databind-jackson-databind-2.9.9.2.csv
esapi-java-legacy,CVE-2013-5679,CWE-310,ESAPI/esapi-java-legacy,esapi-java-legacy-esapi-2.0_rc10,https://github.com/ESAPI/esapi-java-legacy/releases/tag/esapi-2.0_rc10,https://github.com/ESAPI/esapi-java-legacy/archive/refs/tags/esapi-2.0_rc10.zip,esapi-java-legacy_CVE-2013-5679_esapi-java-legacy-esapi-2.0_rc10.csv,esapi-java-legacy-esapi-2.2.3.1,https://github.com/ESAPI/esapi-java-legacy/releases/tag/esapi-2.2.3.1,https://github.com/ESAPI/esapi-java-legacy/archive/refs/tags/esapi-2.2.3.1.zip,esapi-java-legacy_CVE-2013-5679_esapi-java-legacy-esapi-2.2.3.1.csv
jackson-databind,CVE-2020-9546,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-9546_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-9546_jackson-databind-jackson-databind-2.9.10.5.csv
active-directory-plugin,CVE-2017-2649,CWE-295,jenkinsci/active-directory-plugin,active-directory-plugin-active-directory-2.2,https://github.com/jenkinsci/active-directory-plugin/releases/tag/active-directory-2.2,https://github.com/jenkinsci/active-directory-plugin/archive/refs/tags/active-directory-2.2.zip,active-directory-plugin_CVE-2017-2649_active-directory-plugin-active-directory-2.2.csv,active-directory-plugin-active-directory-2.20,https://github.com/jenkinsci/active-directory-plugin/releases/tag/active-directory-2.20,https://github.com/jenkinsci/active-directory-plugin/archive/refs/tags/active-directory-2.20.zip,active-directory-plugin_CVE-2017-2649_active-directory-plugin-active-directory-2.20.csv
maven-shared-utils,CVE-2022-29599,CWE-116,apache/maven-shared-utils,maven-shared-utils-maven-shared-utils-3.3.2,https://github.com/apache/maven-shared-utils/releases/tag/maven-shared-utils-3.3.2,https://github.com/apache/maven-shared-utils/archive/refs/tags/maven-shared-utils-3.3.2.zip,maven-shared-utils_CVE-2022-29599_maven-shared-utils-maven-shared-utils-3.3.2.csv,maven-shared-utils-maven-shared-utils-3.3.3,https://github.com/apache/maven-shared-utils/releases/tag/maven-shared-utils-3.3.3,https://github.com/apache/maven-shared-utils/archive/refs/tags/maven-shared-utils-3.3.3.zip,maven-shared-utils_CVE-2022-29599_maven-shared-utils-maven-shared-utils-3.3.3.csv
plexus-utils,CVE-2017-1000487,CWE-78,codehaus-plexus/plexus-utils,plexus-utils-plexus-utils-3.0.14,https://github.com/codehaus-plexus/plexus-utils/releases/tag/plexus-utils-3.0.14,https://github.com/codehaus-plexus/plexus-utils/archive/refs/tags/plexus-utils-3.0.14.zip,plexus-utils_CVE-2017-1000487_plexus-utils-plexus-utils-3.0.14.csv,plexus-utils-plexus-utils-3.0.16,https://github.com/codehaus-plexus/plexus-utils/releases/tag/plexus-utils-3.0.16,https://github.com/codehaus-plexus/plexus-utils/archive/refs/tags/plexus-utils-3.0.16.zip,plexus-utils_CVE-2017-1000487_plexus-utils-plexus-utils-3.0.16.csv
jackson-databind,CVE-2018-11307,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.4,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.4,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.4.zip,jackson-databind_CVE-2018-11307_jackson-databind-jackson-databind-2.9.4.csv,jackson-databind-jackson-databind-2.9.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.5.zip,jackson-databind_CVE-2018-11307_jackson-databind-jackson-databind-2.9.5.csv
xstream,CVE-2017-7957,CWE-20,x-stream/xstream,xstream-XSTREAM_1_4_9,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_9,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_9.zip,xstream_CVE-2017-7957_xstream-XSTREAM_1_4_9.csv,xstream-XSTREAM_1_4_10,https://github.com/x-stream/xstream/releases/tag/XSTREAM,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_10.zip,xstream_CVE-2017-7957_xstream-XSTREAM_1_4_10.csv
jackson-databind,CVE-2019-16942,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.0.0-RC3,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.0.0-RC3,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.0.0-RC3.zip,jackson-databind_CVE-2019-16942_jackson-databind-jackson-databind-2.0.0-RC3.csv,jackson-databind-jackson-databind-2.9.10.1,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.1,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.1.zip,jackson-databind_CVE-2019-16942_jackson-databind-jackson-databind-2.9.10.1.csv
commons-fileupload,CVE-2013-2186,CWE-20,apache/commons-fileupload,commons-fileupload-FILEUPLOAD_1_3,https://github.com/apache/commons-fileupload/releases/tag/FILEUPLOAD_1_3,https://github.com/apache/commons-fileupload/archive/refs/tags/FILEUPLOAD_1_3.zip,commons-fileupload_CVE-2013-2186_commons-fileupload-FILEUPLOAD_1_3.csv,commons-fileupload-commons-fileupload-1.3.2RC1,https://github.com/apache/commons-fileupload/releases/tag/commons-fileupload-1.3.2RC1,https://github.com/apache/commons-fileupload/archive/refs/tags/commons-fileupload-1.3.2RC1.zip,commons-fileupload_CVE-2013-2186_commons-fileupload-commons-fileupload-1.3.2RC1.csv
undertow,CVE-2014-7816,CWE-22,undertow-io/undertow,undertow-1.2.0.Beta2,https://github.com/undertow-io/undertow/releases/tag/1.2.0.Beta2,https://github.com/undertow-io/undertow/archive/refs/tags/1.2.0.Beta2.zip,undertow_CVE-2014-7816_undertow-1.2.0.Beta2.csv,undertow-1.2.0.Beta3,https://github.com/undertow-io/undertow/releases/tag/1.2.0.Beta3,https://github.com/undertow-io/undertow/archive/refs/tags/1.2.0.Beta3.zip,undertow_CVE-2014-7816_undertow-1.2.0.Beta3.csv
